,title,budget,popularity,production_companies,release_date,revenue,runtime,status,tagline,vote_average,vote_count
2030,The Secret of NIMH,7000000,10.812275,"[{'name': 'United Artists', 'id': 60}, {'name': 'Aurora', 'id': 32178}, {'name': 'Mrs. Brisby Ltd.', 'id': 90400}, {'name': 'Don Bluth Productions', 'id': 90512}]",1982-06-17,14665733.0,82.0,Released,Right before your eyes and beyond your wildest dreams.,7.5,186.0
2031,The Dark Crystal,15000000,13.524001,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Jim Henson Productions', 'id': 2504}, {'name': 'Incorporated Television Company (ITC)', 'id': 15980}, {'name': 'Henson Associates (HA)', 'id': 24931}]",1982-12-17,40577001.0,93.0,Released,"Another World, Another Time... In the Age of Wonder.",7.3,233.0
2032,An American Tail,9000000,11.928545,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}]",1986-11-21,84542002.0,80.0,Released,"Meet Fievel. In his search to find his family, he discovered America.",6.6,344.0
2034,Legend,25000000,10.932786,"[{'name': 'Universal Studios', 'id': 13}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Embassy International Pictures', 'id': 10214}, {'name': 'Legend Production Company', 'id': 10215}]",1985-07-19,15502112.0,94.0,Released,There may never be another dawn.,6.2,282.0
2035,Sixteen Candles,6500000,6.683723,"[{'name': 'Universal Pictures', 'id': 33}]",1984-05-04,23686027.0,93.0,Released,When you're just sixteen anything can happen!,6.9,455.0
2038,The Clan of the Cave Bear,15000000,10.750748,"[{'name': 'The Guber-Peters Company', 'id': 4357}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Producers Sales Organization (PSO)', 'id': 11670}, {'name': 'Jonesfilm', 'id': 22297}, {'name': 'The Jozak Company', 'id': 69888}, {'name': 'Decade', 'id': 69889}]",1986-01-17,0.0,98.0,Released,"At The Dawn Of Mankind, A Woman Led The Way.",4.7,28.0
2039,House,3000000,13.208902,"[{'name': 'New World Pictures', 'id': 1950}]",1986-02-28,0.0,93.0,Released,"Ding dong, You’re dead.",5.8,144.0
2041,The Gods Must Be Crazy,5000000,10.973482,"[{'name': 'CAT Films', 'id': 22284}, {'name': 'Mimosa Films', 'id': 22285}]",1980-09-10,60000000.0,109.0,Released,The critics are raving... the natives are restless... and the laughter is non-stop!,7.1,251.0
2044,The Avengers,60000000,9.562953,"[{'name': 'Jerry Weintraub Productions', 'id': 2596}, {'name': 'Warner Bros.', 'id': 6194}]",1998-08-13,48585416.0,89.0,Released,Saving the World in Style.,4.4,205.0
2045,How Stella Got Her Groove Back,20000000,3.645263,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",1998-08-14,37672350.0,124.0,Released,Sometimes you have to break the rules to free your heart.,6.0,24.0
2046,Slums of Beverly Hills,5000000,5.913162,"[{'name': 'Fox Searchlight Pictures', 'id': 43}]",1998-08-14,0.0,91.0,Released,Growing Up is Hard to Do,6.5,45.0
2050,Henry: Portrait of a Serial Killer,111000,10.072668,"[{'name': 'Maljack Productions', 'id': 11506}]",1986-09-24,0.0,83.0,Released,The shocking true story of Henry Lee Lucas.,6.8,142.0
2051,Rosemary's Baby,3200000,11.504558,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'William Castle Productions', 'id': 10324}]",1968-06-12,33395426.0,136.0,Released,Pray for Rosemary's Baby,7.5,892.0
2052,The NeverEnding Story,27000000,14.225919,"[{'name': 'Producers Sales Organization', 'id': 1256}, {'name': 'Bavaria Film', 'id': 1704}, {'name': 'Dieter Geissler Filmproduktion', 'id': 1766}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}, {'name': 'Bavaria Studios', 'id': 33772}]",1984-04-05,20158808.0,102.0,Released,A boy who needs a friend finds a world that needs a hero in a land beyond imagination!,7.0,1031.0
2053,The Neverending Story II: The Next Chapter,32000000,6.658994,"[{'name': 'Bavaria Film', 'id': 1704}, {'name': 'Dieter Geissler Filmproduktion', 'id': 1766}, {'name': 'Cinevox Filmproduktion GmbH', 'id': 1979}, {'name': 'Warner Bros.', 'id': 6194}]",1990-10-24,16283667.0,89.0,Released,Begin an all new adventure as a young boy returns to a world of wonder on the wings of his imagination.,5.5,193.0
2054,Attack of the Killer Tomatoes!,90000,3.625313,"[{'name': 'Four Square Productions', 'id': 989}]",1978-10-01,0.0,87.0,Released,Aaargh!...,4.7,74.0
2056,Your Friends & Neighbors,5000000,1.564774,"[{'name': 'Propaganda Films', 'id': 278}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}]",1998-02-04,4710749.0,100.0,Released,A modern immorality tale.,5.9,17.0
2058,Blade,45000000,15.043454,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Amen Ra Films', 'id': 421}, {'name': 'Imaginary Forces', 'id': 11321}, {'name': 'Marvel Enterprises', 'id': 19551}]",1998-08-21,131183530.0,120.0,Released,Part Man. Part Vampire. All Hero.,6.5,1950.0
2065,Beetlejuice,15000000,10.627364,"[{'name': 'Geffen Company, The', 'id': 4354}, {'name': 'Warner Bros.', 'id': 6194}]",1988-02-29,73326666.0,92.0,Released,He's guaranteed to put some life in your afterlife.,7.1,1475.0
2067,Rope,1500000,7.248676,"[{'name': 'Transatlantic Pictures', 'id': 1554}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1948-08-23,2200000.0,80.0,Released,,7.8,539.0
2068,Family Plot,2000000,4.845776,"[{'name': 'Universal Pictures', 'id': 33}]",1976-04-09,7900000.0,121.0,Released,There’s no body in the family plot.,6.7,86.0
2069,Frenzy,3500000,5.316387,"[{'name': 'Universal Pictures', 'id': 33}]",1972-05-25,12600000.0,116.0,Released,Just an ordinary necktie used with a deadly new twist.,7.2,162.0
2070,Topaz,4000000,5.757907,"[{'name': 'Universal Pictures', 'id': 33}]",1969-12-18,6000000.0,143.0,Released,Hitchcock takes you behind the actual headlines to expose the most explosive spy scandal of the century!,6.1,78.0
2071,Torn Curtain,3000000,6.243248,"[{'name': 'Universal Pictures', 'id': 33}]",1966-07-13,13000000.0,128.0,Released,It tears you apart with suspense!,6.4,120.0
2072,Marnie,2135161,6.409094,"[{'name': 'Universal Pictures', 'id': 33}]",1964-07-09,7000000.0,130.0,Released,Thief... Liar... Cheat... she was all of these and he knew it!,7.2,233.0
2073,The Wrong Man,1200000,8.56081,"[{'name': 'Warner Bros.', 'id': 6194}]",1956-12-22,2000000.0,105.0,Released,Somewhere...somewhere there must be the right man!,6.9,105.0
2074,The Man Who Knew Too Much,2500000,12.547763,"[{'name': 'Paramount Pictures', 'id': 4}]",1956-06-01,10250000.0,120.0,Released,A little knowledge can be a deadly thing!,7.3,276.0
2075,The Trouble with Harry,1200000,6.486117,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Alfred J. Hitchcock Productions', 'id': 10715}]",1955-10-03,7000000.0,99.0,Released,A THRILLER with a difference!,6.9,152.0
2077,Strangers on a Train,1200000,15.41773,"[{'name': 'Warner Bros.', 'id': 6194}]",1951-06-18,7000000.0,101.0,Released,It starts with a shriek of a train whistle...and ends with shrieking excitement.,7.6,379.0
2079,54,13000000,8.736869,"[{'name': 'Redeemable Features', 'id': 1483}, {'name': 'FilmColony', 'id': 1811}, {'name': 'Miramax', 'id': 53009}, {'name': 'Dollface', 'id': 61337}]",1998-08-28,16757163.0,106.0,Released,You've never been anywhere until you've been here,5.5,138.0
2080,I Married a Strange Person!,250,0.817002,"[{'name': 'Bill Plympton Studios', 'id': 41680}]",1998-08-28,203.0,72.0,Released,,7.5,12.0
2084,Willow,35000000,9.918312,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Imagine Films Entertainment', 'id': 20743}]",1988-05-01,57269863.0,126.0,Released,Adventure doesn't come any bigger than this.,6.9,484.0
2085,The Untouchables,25000000,11.062203,"[{'name': 'Paramount Pictures', 'id': 4}]",1987-06-02,76270454.0,119.0,Released,What are you prepared to do?,7.6,1424.0
2087,Knock Off,33000000,5.213714,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Film Workshop', 'id': 3618}, {'name': 'MDP Worldwide', 'id': 10828}, {'name': 'Knock Films A.V.V.', 'id': 21848}, {'name': ""Val D'Oro Entertainment"", 'id': 21849}]",1998-09-04,0.0,91.0,Released,There is no substitute.,4.7,65.0
2092,The Paradine Case,4258000,3.983539,"[{'name': 'The Selznik Studio', 'id': 62}, {'name': 'Vanguard Films', 'id': 614}]",1947-12-31,0.0,125.0,Released,,6.3,42.0
2093,Lifeboat,1590000,7.773354,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",1944-01-11,0.0,96.0,Released,"Six men and three women - against the sea, and each other!",7.3,112.0
2097,Suspicion,1103000,5.660476,"[{'name': 'RKO Radio Pictures', 'id': 6}]",1941-11-14,4500000.0,99.0,Released,"In his arms she felt safety...in his absence, haunting dread!",7.1,140.0
2118,The Lodger: A Story of the London Fog,12000,9.299853,"[{'name': 'Carlyle Blackwell Productions', 'id': 1222}]",1927-02-14,0.0,99.0,Released,,7.2,49.0
2120,Rounders,12000000,8.783454,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Spanky Pictures', 'id': 1566}]",1998-09-11,22921898.0,121.0,Released,Trust everyone... But always cut the cards.,6.9,451.0
2121,Cube,250000,12.095263,"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Feature Film Project', 'id': 21953}, {'name': 'Cube Libre', 'id': 22207}, {'name': 'Harold Greenberg Fund', 'id': 22208}, {'name': 'Odeon Films', 'id': 22209}, {'name': 'Ontario Film Development Corporation', 'id': 22210}, {'name': 'Viacom Canada', 'id': 22211}]",1997-09-09,501818.0,90.0,Released,Don't look for a reason... Look for a way out.,6.9,1101.0
2125,Simon Birch,20000000,2.651408,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Hollywood Pictures', 'id': 915}]",1998-09-11,18253415.0,114.0,Released,Destiny has big plans for little Simon Birch.,6.5,52.0
2126,Without Limits,25000000,3.643468,"[{'name': 'Cruise/Wagner Productions', 'id': 44}, {'name': 'Warner Bros.', 'id': 6194}]",1998-09-11,777423.0,117.0,Released,PRE. The way he competed. The way he lived his life.,6.4,20.0
2132,Broadcast News,20000000,8.627019,"[{'name': 'Gracie Films', 'id': 18}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Amercent Films', 'id': 5263}, {'name': 'American Entertainment Partners L.P.', 'id': 5264}]",1987-12-16,51249404.0,133.0,Released,It's the story of their lives.,6.8,101.0
2134,Working Girl,28000000,8.318954,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",1988-12-20,103173635.0,114.0,Released,For anyone who's ever won. For anyone who's ever lost. And for everyone who's still in there trying.,6.5,242.0
2136,Married to the Mob,10000000,5.611184,"[{'name': 'Orion Pictures', 'id': 41}, {'name': 'Mysterious Arts', 'id': 1072}, {'name': 'Orion Pictures Corporation', 'id': 14150}]",1988-08-19,21486757.0,104.0,Released,They're her family... Whether she likes it or not.,5.8,67.0
2141,Hero,42000000,5.584089,"[{'name': 'Columbia Pictures', 'id': 5}]",1992-10-02,0.0,117.0,Released,We're all heroes if you catch us at the right moment. Even Bernie Laplante.,6.3,100.0
2145,Parasite,800000,0.577976,[],1982-03-12,7000000.0,85.0,Released,You will not feel the terror until you experience the movie!,5.1,8.0
2152,We're No Angels,20000000,14.348459,"[{'name': 'Paramount Pictures', 'id': 4}]",1989-12-15,0.0,106.0,Released,Escaped convicts disguised as priests. It'll take a miracle to get away with this one.,5.6,106.0
2153,Nothing but Trouble,40000000,10.39662,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Applied Action', 'id': 9265}]",1991-02-14,8479793.0,94.0,Released,All they wanted was a little getaway. All they got was nothing but trouble.,5.0,88.0
2155,Mortal Thoughts,8000000,5.133778,"[{'name': 'Columbia Pictures', 'id': 5}]",1991-04-19,0.0,104.0,Released,Murder is a secret that should never be shared.,5.3,43.0
2156,A Few Good Men,40000000,12.330249,"[{'name': 'David Brown Productions', 'id': 903}]",1992-12-11,243240178.0,138.0,Released,,7.1,899.0
2157,Indecent Proposal,38000000,7.118123,"[{'name': 'Paramount Pictures', 'id': 4}]",1993-04-07,266614059.0,117.0,Released,A husband. A wife. A millionaire. A proposal.,5.8,300.0
2160,Rush Hour,33000000,11.840557,"[{'name': 'New Line Cinema', 'id': 12}]",1998-09-18,244386864.0,98.0,Released,The Fastest Hands in the East Meet the Biggest Mouth in the West.,6.8,1254.0
2162,Six-String Samurai,2000000,2.740989,"[{'name': 'HSX Films', 'id': 4714}]",1998-09-18,124494.0,91.0,Released,Vegas Needs a New King.,5.8,36.0
2165,Ronin,55000000,9.672094,"[{'name': 'United Artists', 'id': 60}, {'name': 'FGM Entertainment', 'id': 2347}]",1998-09-25,41610884.0,122.0,Released,Your ally could become your enemy.,6.8,670.0
2166,Urban Legend,14000000,6.081401,"[{'name': 'Original Film', 'id': 333}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'Canal+ Droits Audiovisuels', 'id': 53473}]",1998-09-25,72527595.0,99.0,Released,It Happened To Someone Who Knows Someone You Know... You're Next.,5.6,293.0
2170,The Sheltering Sky,25000000,13.798247,"[{'name': 'Warner Bros.', 'id': 6194}]",1990-10-24,2075084.0,138.0,Released,A woman's dangerous and erotic journey...,6.4,51.0
2174,Them!,23000000,9.222871,"[{'name': 'Warner Bros.', 'id': 6194}]",1954-06-16,0.0,94.0,Released,The Amazing New Warner Bros. Sensation!,6.8,111.0
2175,The Thing,15000000,16.83125,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Turman-Foster Company', 'id': 662}]",1982-06-25,19629760.0,109.0,Released,Man is The Warmest Place to Hide.,7.8,1629.0
2176,The Player,8000000,6.230854,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Avenue Pictures Productions', 'id': 251}, {'name': 'Spelling Entertainment', 'id': 272}, {'name': 'Addis Wechsler Pictures', 'id': 4665}]",1992-04-03,21706101.0,124.0,Released,Everything you've heard is true!,6.9,169.0
2177,Stardust Memories,10000000,5.720538,"[{'name': 'United Artists', 'id': 60}, {'name': 'Jack Rollins & Charles H. Joffe Productions', 'id': 13309}]",1980-09-26,10389003.0,89.0,Released,,6.9,96.0
2178,Edward Scissorhands,20000000,17.612244,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",1990-12-05,53000000.0,105.0,Released,His scars run deep.,7.5,3731.0
2179,Overnight Delivery,12000000,2.305829,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Motion Picture Corporation of America (MPCA)', 'id': 11061}]",1998-04-07,0.0,87.0,Released,"They've got 24 hours to stop a package, prevent a disaster, and fall in love.",5.8,24.0
2181,Antz,60000000,16.025625,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Pacific Data Images (PDI)', 'id': 520}, {'name': 'DreamWorks Animation', 'id': 521}]",1998-10-02,171757863.0,83.0,Released,Every ant has his day.,6.0,1320.0
2183,A Night at the Roxbury,17000000,12.480685,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'SNL Studios', 'id': 2822}]",1998-10-01,30331165.0,81.0,Released,Score!,5.9,202.0
2184,What Dreams May Come,85000000,11.218378,"[{'name': 'PolyGram Filmed Entertainment', 'id': 1382}]",1998-10-02,71485043.0,113.0,Released,After life there is more. The end is just the beginning.,6.8,596.0
2185,Strangeland,1100000,2.31478,"[{'name': 'Shooting Gallery', 'id': 1596}, {'name': 'Snider Than Thou Productions Inc.', 'id': 56396}]",1998-10-02,631221.0,86.0,Released,Wanna come to a party?,4.7,36.0
2187,The Producers,947000,7.433784,"[{'name': 'Embassy Pictures Corporation', 'id': 419}, {'name': 'Crossbow Productions', 'id': 1296}]",1967-11-22,0.0,88.0,Released,Hollywood Never Faced a Zanier Zero Hour!,7.3,177.0
2188,History of the World: Part I,11000000,9.270492,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Brooksfilms', 'id': 5612}]",1981-06-12,31672907.0,92.0,Released,"Ten million years in the making. The truth, the whole truth, and everything, but the truth!",6.5,205.0
2189,My Cousin Vinny,11000000,7.922216,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Palo Vista Productions', 'id': 89303}, {'name': 'Peter V. Miller Investment Corp.', 'id': 89304}]",1992-03-13,64088552.0,120.0,Released,"Truth, Justice and the Gambini Way",7.3,393.0
2190,Nashville,2200000,9.042678,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'American Broadcasting Company (ABC)', 'id': 3065}, {'name': 'ABC Entertainment', 'id': 18742}]",1975-06-11,0.0,159.0,Released,Wild. Wonderful. Sinful. Laughing. Explosive.,7.2,79.0
2192,Slam,1,0.555304,[],1998-10-07,0.0,100.0,Released,Words make sense of a world that won't.,6.7,7.0
2193,Holy Man,60000000,5.403617,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Touchstone Pictures', 'id': 9195}]",1998-10-08,0.0,114.0,Released,The Comedy Where Nothing's Sacred!,4.9,113.0
2198,2010,28000000,7.482865,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1984-12-06,40400657.0,116.0,Released,"""Something wonderful is going to happen""",6.6,290.0
2200,The Elephant Man,5000000,8.405672,"[{'name': 'Brooksfilms', 'id': 5612}]",1980-10-02,26010864.0,124.0,Released,I am not an animal! I am a human being! I... am... a man!,7.9,740.0
2202,Bride of Chucky,25000000,13.018491,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Midwinter Productions Inc.', 'id': 5550}]",1998-10-16,50671850.0,89.0,Released,Chucky Gets Lucky.,5.5,366.0
2203,Practical Magic,75000000,7.757795,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'DiNovi Pictures', 'id': 813}, {'name': 'Fortis Films', 'id': 4258}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Stargate Studios', 'id': 55474}]",1998-10-16,46683377.0,104.0,Released,"For two sisters from a family of witches, falling in love is the trickiest spell of all.",6.3,348.0
2205,Happiness,3000000,5.493697,"[{'name': 'Killer Films', 'id': 1422}, {'name': 'Good Machine', 'id': 10565}]",1998-10-16,2807390.0,139.0,Released,Finding happiness can be a tragic comedy.,7.4,197.0
2207,Apt Pupil,14000000,15.352714,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Bad Hat Harry Productions', 'id': 9168}, {'name': 'Phoenix Pictures', 'id': 11317}]",1998-10-23,0.0,107.0,Released,"If you don't believe in the existence of evil, you've got a lot to learn.",6.2,168.0
2209,Soldier,75000000,7.970031,"[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Jerry Weintraub Productions', 'id': 2596}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]",1998-10-23,14567883.0,99.0,Released,"Left for dead on a remote planet for obsolete machines and people, a fallen hero has one last battle to fight",6.1,226.0
